,Spillway Type,Dam Length (Ft),Federal Agency Involvement Other,Dam Name,Other Structure ID,Federal Agency Involvement Operation,Foundation,EAP Prepared,Core Types,Purposes,Congressional District,Surface Area (Acres),"Section, Township, or Range Location",Drainage Area (Sq Miles),Hydraulic Height (Ft),Federal Agency Involvement Design,Length of Locks,Primary Owner Type,City,geometry,Primary Dam Type,Owner Types,State Permitting Authority,River or Stream Name,Secondary Lock Width (Ft),Federal Agency Involvement Construction,NID Height Category,NID Storage (Acre-Ft),Federal Agency Involvement Funding,Years Modified,Other Names,Dam Height (Ft),State Jurisdictional Dam,County,Lock Width (Ft),EAP Last Revision Date,Length of Secondary Lock,Federal ID,Number of Associated Structures,State Regulated Dam,Distance to Nearest City (Miles),Year Completed Category,Dam Types,State Enforcement Authority,State Inspection Authority,Structural Height (Ft),Latitude,Hazard Potential Classification,Year Completed,Owner Names,NID Height (Ft),Source Agency,Condition Assessment,Inspection Frequency,Volume (Cubic Yards),Designer Names,Condition Assessment Date,Primary Purpose,Website URL,NID ID,Data Last Updated,Max Storage (Acre-Ft),State Regulatory Agency,Max Discharge (Cubic Ft/Second),Former Names,Federal Agency Involvement Inspection,Non-Federal Dam on Federal Property,Longitude,State or Federal Agency ID,Spillway Width (Ft),Federal Agency Involvement Regulatory,Normal Storage (Acre-Ft),Federal Agency Owners,State,Outlet Gate Type,Number of Locks,Last Inspection Date
487,Uncontrolled,1475,,Olney Draw Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",25.25,"S33, 100S, 320E",8.11,22,Bureau of Land Management,0,Federal,"DUNCAN, AZ",,Gravity,Federal,No,RAILROAD WASH,,Bureau of Land Management,25-50 feet,320,Bureau of Land Management,,,,No,Greenlee,0,,,AZ20018,0,No,14,1950-1959,Gravity,No,No,25,32.52379,Low,1953,DOI BLM,25,Bureau of Land Management,Fair,5,25743,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20018,2021-04-29,320,,2810.23,,Bureau of Land Management,No,-109.06762,L63369,2.5,Bureau of Land Management,180,Bureau of Land Management,Arizona,,0,2015-07-21
488,Uncontrolled,990,,Sunrise Mountain Landfill Detention Basin Dam,,,Rock,Yes,Earth,Flood Risk Reduction,"Congressional District 04, Nevada",15.5,212 S20 E63 31CC,1.2,26,,,Private,LAS VEGAS,,Earth,Private,Yes,LAS VEGAS WASH-TR,,,25-50 feet,416,,,,36,Yes,Clark,,2014-04-01,,NV10772,0,Yes,2,Since 2000,Earth,Yes,Yes,42,36.16017,Low,2012,REPUBLIC SERVICES INC,42,Nevada,Fair,3,245000,GOLDER ASSOCIATES INC,2020-12-01,Flood Risk Reduction,https://damsafety.org/nevada,NV10772,2023-05-25,416,NEVADA DWR,13755,,,Yes,-114.99032,J-648,150,,0,,Nevada,Uncontrolled1,,2020-12-01
489,Uncontrolled,1028,,State Line Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth,Debris Control,"Congressional District 06, Arizona",29.7,,16.3,19,Bureau of Land Management,0,Federal,"FRANKLIN, AZ",,Gravity,Federal,No,OLNEY WELL DRAW,,Bureau of Land Management,25-50 feet,382.6,Bureau of Land Management,,,,No,Greenlee,0,,,AZ20036,,No,13,1950-1959,Gravity,No,No,27,32.529849999999996,Low,1952,DOI BLM,27,Bureau of Land Management,Poor,5,59013,BUREAU OF LAND MANAGEMENT,,Debris Control,https://www.blm.gov/,AZ20036,2021-04-29,382.6,,4103.68,,Bureau of Land Management,No,-109.05032,L1823363,1,Bureau of Land Management,207.4,Bureau of Land Management,Arizona,,0,2013-08-15
490,Uncontrolled,4780,Bureau of Reclamation,Laguna Diversion,,Bureau of Reclamation,Rock,Not Required,Bituminous Concrete,Debris Control;Water Supply,"Congressional District 09, Arizona",,"S25, T15S, R23E",287000,10,,0,Federal,NONE,,Rockfill,Federal,No,COLORADO RIVER,,,25-50 feet,1600,Bureau of Reclamation,,,43,No,Imperial,0,,,AZ10315,0,No,0,1900-1909,Rockfill,No,No,43,32.822946405,Low,1908,RECLAMATION,43,Bureau of Reclamation,Not Available,3,486800,,,Debris Control,https://www.usbr.gov/ssle/damsafety/,AZ10315,2021-05-24,1600,,487000,,Bureau of Reclamation,No,-114.49383046800001,,0,Bureau of Reclamation,900,Bureau of Reclamation,Arizona,,0,
491,Controlled,750,Bureau of Indian Affairs,Davis,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S24 T7N R25E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,TROUT CREEK,,Bureau of Indian Affairs,51-100 feet,5700,Bureau of Indian Affairs,,Hawley Lake,,No,Apache,0,2011-04-28,,AZ10419,0,No,0,1950-1959,Earth,No,No,56,33.99259,High,1956,BIA,56,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10419,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.7582,,0,Bureau of Indian Affairs,5700,Bureau of Indian Affairs,Arizona,,0,
492,Uncontrolled,603,,Grayhorse Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",20,"S28, 100S, 0320E",,23,Bureau of Land Management,0,Federal,"DUNCAN, AZ",,Gravity,Federal,No,ROUND MOUNTAIN DRAW TRIBUTARY,,Bureau of Land Management,25-50 feet,120,Bureau of Land Management,,,,No,Greenlee,0,,,AZ20012,0,No,12,1950-1959,Gravity,No,No,28,32.54085,Low,1956,DOI BLM,28,Bureau of Land Management,Fair,5,16161,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20012,2021-04-29,120,,890,,Bureau of Land Management,No,-109.07489,L63370,1.5,Bureau of Land Management,100,Bureau of Land Management,Arizona,,0,2015-08-12
493,None,100,,Caselton No  5 Dam,,,Soil,Not Required,Earth,Tailings,"Congressional District 04, Nevada",10,203 N01 E67 32D,0.3,0,,,Private,CALIENTE,,Earth,Private,Yes,MEADOW VALLEY WASH-TR,,,25-50 feet,48,,,,29,Yes,Lincoln,,,,NV00184,0,Yes,20,Undetermined,Earth,Yes,Yes,0,37.9007,Low,,BUNKER HILL MINING,29,Nevada,Fair,5,0,,2018-05-02,Tailings,https://damsafety.org/nevada,NV00184,2023-05-25,48,NEVADA DWR,0,,,Yes,-114.48976,,0,,0,,Nevada,None0,,2018-05-02
494,,260,Bureau of Indian Affairs,Menagers,,Bureau of Indian Affairs,,No,,"Irrigation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 07, Arizona",,S35 T18S R3W,,,Bureau of Indian Affairs,0,Federal,LUKEVILLE,,Earth,Federal,No,PIA OIK WASH,,Bureau of Indian Affairs,25-50 feet,0,Bureau of Indian Affairs,,,30,No,Pima,0,,,AZ11003,0,No,16.5,1940-1949,Earth,No,No,,31.81834,High,1940,BIA,30,Bureau of Indian Affairs,Not Available,5,0,,,Irrigation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ11003,2018-10-04,,,,,Bureau of Indian Affairs,No,-112.545287,,0,Bureau of Indian Affairs,0,Bureau of Indian Affairs,Arizona,,0,
495,Controlled,780,Bureau of Indian Affairs,Black Rock,,Bureau of Indian Affairs,,Yes,,Flood Risk Reduction;Irrigation;Water Supply,"Congressional District 03, New Mexico",,S13 T10N R19W 23,,,Bureau of Indian Affairs,0,Federal,BLACK ROCK,,Earth,Federal,No,ZUNI RIVER,,Bureau of Indian Affairs,Greater than 100 feet,2300,Bureau of Indian Affairs,,,,No,McKinley,0,2015-03-18,,NM00145,0,No,1,1900-1909,Earth,No,No,110,35.09366,High,1908,BIA,110,Bureau of Indian Affairs,Not Available,5,0,,,Flood Risk Reduction,https://www.bia.gov/bia/ots/dwp/safety-dams,NM00145,2018-10-04,,,,,Bureau of Indian Affairs,No,-108.7861,,0,Bureau of Indian Affairs,2300,Bureau of Indian Affairs,New Mexico,,0,2012-08-28
496,Uncontrolled,750,,Iverson Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Debris Control,"Congressional District 09, Arizona",257.7,"S15, 36 N, 10 W",84,21,Bureau of Land Management,0,Federal,"SAINT GEORGE, UTAH",,Gravity,Federal,No,HURRICANE VALLEY TRIBUTARY,,Bureau of Land Management,25-50 feet,2400.9,Bureau of Land Management,,,,No,Mohave,0,,,AZ20016,0,No,55,1950-1959,Gravity,No,No,25,36.51663,Low,1959,DOI BLM,25,Bureau of Land Management,Poor,5,75000,BUREAU OF LAND MANAGEMENT,,Debris Control,https://www.blm.gov/,AZ20016,2021-04-29,2400.9,,2850,,Bureau of Land Management,No,-113.35593,L63349,4,Bureau of Land Management,1843.1000000000001,Bureau of Land Management,Arizona,,0,2003-07-29
497,Uncontrolled,950,,Hole-N-Wall Detention Dam,,Bureau of Land Management,Soil,Not Required,Earth,Debris Control,"Congressional District 09, Arizona",178,"S17, 39 N, 11 W",76,27,Bureau of Land Management,0,Federal,"SAINT GEORGE, UTAH",,Gravity,Federal,No,HURRICANE WASH TRIBUTARY,,Bureau of Land Management,25-50 feet,1150,Bureau of Land Management,,,,No,Mohave,0,,,AZ20014,0,No,28,1960-1969,Gravity,No,No,32,36.78626,Low,1960,DOI BLM,32,Bureau of Land Management,Fair,5,36000,BUREAU OF LAND MANAGEMENT,,Debris Control,https://www.blm.gov/,AZ20014,2021-04-29,1150,,840,,Bureau of Land Management,No,-113.49456,L63352,3,Bureau of Land Management,880,Bureau of Land Management,Arizona,,0,2008-06-25
498,Controlled,250,Bureau of Indian Affairs,Cooley,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S21 T8N R23E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,CORDUROY CREEK,,Bureau of Indian Affairs,25-50 feet,175,Bureau of Indian Affairs,,,,No,Navajo,0,2011-04-28,,AZ10416,0,No,0,1960-1969,Earth,No,No,39,34.0703,High,1963,BIA,39,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10416,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.9188,,0,Bureau of Indian Affairs,175,Bureau of Indian Affairs,Arizona,,0,
499,Uncontrolled,925,,Secho Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth,Flood Risk Reduction,"Congressional District 02, New Mexico",46,"S3, 210S, 210W",2.97,12,Bureau of Land Management,0,Federal,"DUNCAN, ARIZONA",,Gravity,Federal,No,RAILROAD WASH,,Bureau of Land Management,Less than 25 feet,100,Bureau of Land Management,,,,No,Hidalgo,0,,,NM00116,0,No,20,1950-1959,Gravity,No,No,17,32.50116,Low,1954,DOI BLM,17,Bureau of Land Management,Fair,5,14240,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,NM00116,2021-04-29,100,,1382,,Bureau of Land Management,No,-108.99151,L1824644,1.75,Bureau of Land Management,100,Bureau of Land Management,New Mexico,,0,2015-07-22
500,Uncontrolled,940,,West Halfway Detention Dam,,Bureau of Land Management,Soil,Not Required,Earth,Debris Control,"Congressional District 06, Arizona",84,"S3, 0080S, 0270E",3.5300000000000002,15,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,Gravity,Federal,No,SAN SIMON RIVER,,Bureau of Land Management,Less than 25 feet,405.04,Bureau of Land Management,1985,,,No,Graham,0,,,AZ20032,0,No,6,Undetermined,Gravity,No,No,21,32.76162,Low,,DOI BLM,21,Bureau of Land Management,Fair,5,17000,BUREAU OF LAND MANAGEMENT,,Debris Control,https://www.blm.gov/,AZ20032,2021-04-29,405.04,,,,Bureau of Land Management,No,-109.57876,L1840674,2,Bureau of Land Management,23.68,Bureau of Land Management,Arizona,,0,2015-07-08
501,Controlled,12500,Bureau of Indian Affairs,Tat Momolikot,,Bureau of Indian Affairs,,Yes,,Irrigation,"Congressional District 07, Arizona",,S14 T9S R4E 14,,,Bureau of Indian Affairs,0,Federal,STANFIELD,,Earth,Federal,No,SANTA ROSA WASH,,Bureau of Indian Affairs,51-100 feet,375000,Bureau of Indian Affairs,,Lake St Clair,,No,Pinal,0,2013-07-17,,AZ10008,0,No,16,1970-1979,Earth,No,No,76,32.65188,High,1974,BIA,76,Bureau of Indian Affairs,Not Available,5,0,,,Irrigation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10008,2018-10-04,,,,,Bureau of Indian Affairs,No,-111.9178,,0,Bureau of Indian Affairs,375000,Bureau of Indian Affairs,Arizona,,0,
502,None,520,,Caselton No  9 Dam,,,Soil,Not Required,Earth,Tailings,"Congressional District 04, Nevada",10,203 S01 E67 04B,0.6,0,,,Private,CALIENTE,,Earth,Private,Yes,MEADOW VALLEY WASH-TR,,,25-50 feet,20,,,,36,Yes,Lincoln,,,,NV00182,0,Yes,20,Undetermined,Earth,Yes,Yes,0,37.8977,Low,,BUNKER HILL MINING,36,Nevada,Fair,5,0,,2018-05-02,Tailings,https://damsafety.org/nevada,NV00182,2023-05-25,20,NEVADA DWR,0,,,Yes,-114.48973,,0,,0,,Nevada,None0,,2018-05-02
503,Controlled,1975,Bureau of Indian Affairs,Headgate Rock,,Bureau of Indian Affairs,,Yes,,Irrigation,"Congressional District 09, Arizona",,S14 T10N R19W 14,,,Bureau of Indian Affairs,0,Federal,PARKER,,Earth,Federal,No,COLORADO RIVER,,Bureau of Indian Affairs,51-100 feet,7025,Bureau of Indian Affairs,,,,No,La Paz,0,2012-06-05,,AZ10437,0,No,1,1940-1949,Earth,No,No,70,34.16854,High,1941,BIA,70,Bureau of Indian Affairs,Not Available,5,0,,,Irrigation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10437,2018-10-04,,,,,Bureau of Indian Affairs,No,-114.27730000000001,,0,Bureau of Indian Affairs,7025,Bureau of Indian Affairs,Arizona,,0,
504,Uncontrolled,1300,,Olga Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth,Flood Risk Reduction,"Congressional District 06, Arizona",23.37,"S25, 0120S, 0290E",2.02,19,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,Gravity,Federal,No,SAN SIMON RIVER,,Bureau of Land Management,25-50 feet,151,Bureau of Land Management,,,,No,Cochise,0,,,AZ20017,0,No,17,1940-1949,Gravity,No,No,25,32.36092,Low,1940,DOI BLM,25,Bureau of Land Management,Poor,5,9600,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20017,2021-04-29,151,,300,,Bureau of Land Management,No,-109.33657,L63385,3,Bureau of Land Management,90.81,Bureau of Land Management,Arizona,,0,2007-06-05
505,Uncontrolled,1380,,Antelope Valley Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth,Debris Control,"Congressional District 09, Arizona",37.4,"S19, 37 N, 06 W",5.3,16,Bureau of Land Management,0,Federal,"SAINT GEORGE, UTAH",,Gravity,Federal,No,CLAYHOLE WASH,,Bureau of Land Management,Less than 25 feet,267,Bureau of Land Management,,,,No,Mohave,0,,,AZ20001,0,No,55,1960-1969,Gravity,No,No,17,36.59386,Low,1963,DOI BLM,17,Bureau of Land Management,Fair,5,30000,BUREAU OF LAND MANAGEMENT,,Debris Control,https://www.blm.gov/,AZ20001,2021-04-29,267,,826.5,,Bureau of Land Management,No,-112.98415,L63359,2,Bureau of Land Management,200,Bureau of Land Management,Arizona,,0,2003-05-21
506,,500,,Red Lake Tank Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,"Fire Protection, Stock, Or Small Fish Pond","Congressional District 02, Arizona",30,"S17, 0160N, 0100W",,20,Bureau of Land Management,0,Federal,"BAGDAD,AZ",,Gravity,Federal,No,NO NAME,,Bureau of Land Management,25-50 feet,300,Bureau of Land Management,,,,No,Yavapai,0,,,AZ00281,0,No,20,Undetermined,Gravity,No,No,25,34.73297,Low,,DOI BLM,25,Bureau of Land Management,Not Rated,5,12020,UNKNOWN,,"Fire Protection, Stock, Or Small Fish Pond",https://www.blm.gov/,AZ00281,2021-04-29,300,,,,Bureau of Land Management,No,-113.32959,L63368,,Bureau of Land Management,15,Bureau of Land Management,Arizona,,0,2010-03-23
507,,538,,Stanford Detention Dam 4,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 02, New Mexico",20,"S27, 0200S, 0210W",3.2,17,Bureau of Land Management,0,Federal,"DUNCAN, AZ",,Gravity,Federal,No,RAILROAD WASH,,Bureau of Land Management,Less than 25 feet,194.70000000000002,Bureau of Land Management,,,,No,Hidalgo,0,,,NM00668,0,No,11,1950-1959,Gravity,No,No,23,32.53244,Low,1954,DOI BLM,23,Bureau of Land Management,Not Rated,5,17000,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,NM00668,2021-04-29,194.70000000000002,,1499.3,,Bureau of Land Management,No,-108.99110999999999,L63398,,Bureau of Land Management,0,Bureau of Land Management,New Mexico,,0,2015-07-15
508,Uncontrolled,705,,Dagger Draw Detention Dam 1,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth,Flood Risk Reduction,"Congressional District 02, New Mexico",12.5,"S17, 200S, 210W",4.92,16,Bureau of Land Management,0,Federal,"Franklin, AZ",,Gravity,Federal,No,Dagger Draw,,Bureau of Land Management,Less than 25 feet,105,Bureau of Land Management,,,,No,Hidalgo,0,,,NM00113,0,No,9,1950-1959,Gravity,No,No,22,32.57279,Low,1950,DOI BLM,22,Bureau of Land Management,Fair,5,15004,Bureau of Land Management,,Flood Risk Reduction,https://www.blm.gov/,NM00113,2021-04-29,105,,1912,,Bureau of Land Management,No,-109.03095,L1824582,2,Bureau of Land Management,63,Bureau of Land Management,New Mexico,,0,2015-07-20
509,Uncontrolled,4214,,San Simon Barrier Structure Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",290,"S32, 0070S, 0270E",2192,17,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,Gravity,Federal,No,SAN SIMON RIVER,,Bureau of Land Management,25-50 feet,1659,Bureau of Land Management,,,,No,Graham,0,,,AZ20025,0,No,30,1980-1989,Gravity,No,No,31,32.77974,Low,1980,DOI BLM,31,Bureau of Land Management,Not Rated,5,233000,Bureau of Land Management,,Flood Risk Reduction,https://www.blm.gov/,AZ20025,2021-04-29,1659,,22960,,Bureau of Land Management,No,-109.61141,L63388,350,Bureau of Land Management,0,Bureau of Land Management,Arizona,,0,2013-05-22
510,Uncontrolled,620,,Crosby Tank Detention Dam,,Bureau of Land Management,Soil,Not Required,Earth,Flood Risk Reduction,"Congressional District 09, Arizona",139.3,"S11, 35 N, 09 W",39,26,Bureau of Land Management,0,Federal,"SAINT GEORGE, UTAH",,Gravity,Federal,No,LANGS RUN,,Bureau of Land Management,25-50 feet,1691.6000000000001,Bureau of Land Management,,,,No,Mohave,0,,,AZ20010,0,No,49,1950-1959,Gravity,No,No,31,36.45154,Low,1959,DOI BLM,31,Bureau of Land Management,Poor,5,32089,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20010,2021-04-29,1691.6000000000001,,2200,,Bureau of Land Management,No,-113.23456,L63350,3.5,Bureau of Land Management,1099.8,Bureau of Land Management,Arizona,,0,2008-07-25
511,Uncontrolled,500,,Leach Flood #1,,,Soil,Yes,Earth,Flood Risk Reduction;Other,"Congressional District 07, Arizona",9.4,"S15, T18S, R12E",1.9000000000000001,,,0,Private,CANOA RANCH,,Earth,Private,Yes,DUVAL LEACH WASH,,,25-50 feet,155,,,,36,Yes,Pima,0,,,AZ00080,0,Yes,7,1960-1969,Earth,Yes,Yes,,31.86444,High,1965,FREEPORT-MCMORAN SIERRITA OPERATIONS,36,Arizona,Satisfactory,1,0,,2017-07-27,Flood Risk Reduction,https://damsafety.org/arizona,AZ00080,2021-04-02,155,ARIZONA DEPARTMENT OF WATER RESOURCES,410,,,No,-111.10417,,25,,135,,Arizona,,0,2020-10-14
512,Uncontrolled,413,,Gold Gulch #2,,,Rock,Yes,Earth,Other,"Congressional District 02, Arizona",16,"S24, T1N, R13E",,,,0,Private,ROOSEVELT LAKE ESTATES,,Rockfill,Private,Yes,GOLD GULCH,,,Greater than 100 feet,590,,,,99,Yes,Gila,0,,,AZ00194,0,Yes,16,1980-1989,Rockfill,Yes,Yes,116.3,33.42472,Significant,1982,CAPSTONE PINTO VALLEY MINING CORP.,116.3,Arizona,Satisfactory,3,100000,,2018-04-24,Other,https://damsafety.org/arizona,AZ00194,2021-04-02,590,ARIZONA DEPARTMENT OF WATER RESOURCES,4477,,,No,-110.99222,,50,,0,,Arizona,,0,2018-04-24
513,Uncontrolled,4200,,Flat Top Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 09, Arizona",324,,370,18,Bureau of Land Management,0,Federal,HURRICANE UT,,Gravity,Federal,No,CLAYHOLE WASH,,Bureau of Land Management,Less than 25 feet,1680,Bureau of Land Management,,,,No,Mohave,0,,,AZ20011,,No,25,1960-1969,Gravity,No,No,22,36.76434,Low,1962,DOI BLM,22,Bureau of Land Management,Not Rated,5,126455,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20011,2021-04-29,1680,,392,,Bureau of Land Management,No,-113.12291,L63343,,Bureau of Land Management,0,Bureau of Land Management,Arizona,,0,2018-05-11
514,,1062,,South Well Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",16.72,"S27, 0080S, 0270E",1.73,19,Bureau of Land Management,0,Federal,,,Gravity,Federal,No,SAN SIMON RIVER,,Bureau of Land Management,Less than 25 feet,334.8,Bureau of Land Management,,,,No,Graham,0,,,AZ20029,0,No,9,1980-1989,Gravity,No,No,24,32.70955,Low,1981,DOI BLM,24,Bureau of Land Management,Not Rated,5,23000,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20029,2021-04-29,334.8,,250,,Bureau of Land Management,No,-109.57400000000001,L63396,,Bureau of Land Management,168.36,Bureau of Land Management,Arizona,,0,2015-07-07
515,Uncontrolled,1453,,Woodland,,,Rock,Yes,Earth,Irrigation;Recreation,"Congressional District 02, Arizona",18,"S31, T9N, R23E",5.3,18,Natural Resources Conservation Service,0,Private,PINETOP & LAKESIDE,,Earth,Private,Yes,WALNUT CREEK,,,Less than 25 feet,155,,,Woodland Reservoir,18,Yes,Navajo,0,,,AZ00044,0,Yes,,1910-1919,Earth,Yes,Yes,,34.12722,High,1914,SHOW LOW/PINETOP/WOODLAND IRRIGATION COMPANY,18,Arizona,Satisfactory,1,0,USDA NRCS,2017-09-20,Irrigation,https://damsafety.org/arizona,AZ00044,2021-05-24,155,ARIZONA DEPARTMENT OF WATER RESOURCES,2014,,,Yes,-109.95306,,44,,90,,Arizona,Valve,0,2020-07-16
516,Controlled,1208,Bureau of Reclamation,Theodore Roosevelt,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Hydroelectric;Irrigation;Recreation,"Congressional District 01, Arizona",31852,"S19, T4N, R12E",5736,316,,0,Federal,GLOBE,,Masonry,Federal,No,SALT RIVER,,,Greater than 100 feet,3411500,Bureau of Reclamation,1996E;1996F;1996H;1996S,,357,No,Maricopa,0,2020-12-08,,AZ10317,0,No,30,1910-1919,Masonry;Arch,No,No,357,33.6715,High,1911,RECLAMATION,357,Bureau of Reclamation,Not Available,1,720000,RECLAMATION,,Hydroelectric,https://www.usbr.gov/ssle/damsafety/,AZ10317,2021-05-24,3411500,,150000,,Bureau of Reclamation,No,-111.1615,,268,Bureau of Reclamation,1653043,Bureau of Reclamation,Arizona,,0,2020-12-10
517,Uncontrolled,855,,Gold Gulch 1a,,,Rock;Soil,Yes,Earth,Flood Risk Reduction;Other,"Congressional District 02, Arizona",13,"S24, T1N, R13E",0.1,,,0,Private,ROOSEVELT LAKE ESTATES,,Rockfill,Private,Yes,GOLD GULCH,,,Greater than 100 feet,110,,,,102,Yes,Gila,0,,,AZ00224,0,Yes,16,1990-1999,Rockfill,Yes,Yes,106,33.42,Significant,1995,PINTO VALLEY MINING CORP.,106,Arizona,Satisfactory,3,320000,,2018-04-24,Flood Risk Reduction,https://damsafety.org/arizona,AZ00224,2021-04-02,,ARIZONA DEPARTMENT OF WATER RESOURCES,,,,No,-110.98444,,30,,110,,Arizona,,0,2018-04-24
518,Controlled,850,Bureau of Indian Affairs,Christmas Tree,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S17 T6N R25E 14,,,Bureau of Indian Affairs,0,Federal,WHITE RIVER,,Earth,Federal,No,SUN CREEK,,Bureau of Indian Affairs,25-50 feet,575,Bureau of Indian Affairs,,,,No,Apache,0,2011-04-28,,AZ10427,0,No,16,1960-1969,Earth,No,No,45,33.910129999999995,High,1965,BIA,45,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10427,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.7364,,0,Bureau of Indian Affairs,575,Bureau of Indian Affairs,Arizona,,0,
519,Uncontrolled,3475,Bureau of Reclamation,Imperial Diversion,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Irrigation,"Congressional District 25, California",7000,,5756,23,,0,Federal,YUMA,,Buttress,Federal,No,COLORADO RIVER,,,51-100 feet,160000,Bureau of Reclamation,,,85,No,Imperial,0,2017-08-24,,CA10159,0,No,20,1930-1939,Buttress;Concrete;Other,No,No,85,32.8833,High,1937,RECLAMATION,85,Bureau of Reclamation,Not Available,1,196800,,,Irrigation,https://www.usbr.gov/ssle/damsafety/,CA10159,2021-05-24,160000,,180000,,Bureau of Reclamation,No,-114.467,,0,Bureau of Reclamation,74000,Bureau of Reclamation,California,,0,2020-07-08
520,Controlled,1130,Bureau of Reclamation,Bartlett,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Water Supply,"Congressional District 01, Arizona",3519,"S33, T6N, R7E",5815,211,,0,Federal,MESA,,Buttress,Federal,No,VERDE RIVER,,,Greater than 100 feet,178000,Bureau of Reclamation,1997E;1997H;1997S,,308.5,No,Maricopa,0,2020-12-08,,AZ10308,0,No,33,1930-1939,Buttress;Arch;Concrete,No,No,308,33.8181,High,1938,RECLAMATION,308.5,Bureau of Reclamation,Not Available,1,182000,RECLAMATION,,Water Supply,https://www.usbr.gov/ssle/damsafety/,AZ10308,2021-05-24,41141,,175000,,Bureau of Reclamation,No,-111.63170000000001,,170,Bureau of Reclamation,178000,Bureau of Reclamation,Arizona,,0,2020-03-04
521,Uncontrolled,480,Bureau of Indian Affairs,Point of Pines,,Bureau of Indian Affairs,,Yes,Earth,Recreation,"Congressional District 02, Arizona",30,S8 T1S R25E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Rockfill,Federal,No,POINT OF PINES CREEK,,Bureau of Indian Affairs,25-50 feet,493,Bureau of Indian Affairs,,,42,No,Graham,0,2013-12-17,,AZ10380,0,No,0,1960-1969,Rockfill,No,No,39,33.3665065,High,1966,BIA,42,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10380,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.7955357,,181,Bureau of Indian Affairs,493,Bureau of Indian Affairs,Arizona,,0,
